Portfolio,Asset1,Asset2,Asset3,Asset4
6.5622,-6.2359,1.5311,11.9587,-0.6917
0.6009,1.4695,3.151,-0.4363,-3.5833
-9.6446,8.5337,4.2463,-16.8258,-5.5988
-2.0125,4.1757,3.1208,-5.7805,-3.5284
-1.1847,3.0688,3.5393,-3.5009,-4.292
-3.9283,6.6335,1.4181,-11.4863,-0.4936
-12.8561,10.7388,0.76,-25.0056,0.6506
-12.7098,10.5415,1.476,-24.1323,-0.595
-12.2963,10.0225,3.0125,-21.9992,-3.3321
-12.6833,10.3783,2.1365,-23.4376,-1.7606
-10.4296,9.0251,3.8875,-18.4093,-4.9329
-8.8339,8.0763,4.3841,-15.4382,-5.8562
0.5042,-0.1973,4.7879,2.5287,-6.6151
-0.8936,0.7725,5.5244,0.8289,-8.0194
2.0884,-1.7614,4.1769,5.1424,-5.4695
4.137,-7.0609,4.9084,13.1326,-6.8431
6.5944,-11.2627,3.7887,18.8189,-4.7505
5.9203,-8.7937,3.618,15.5323,-4.4363
6.6358,-6.9581,1.8377,12.9874,-1.2312
4.1634,-3.7173,3.0451,8.2267,-3.3911
5.5768,-5.161,2.1791,10.395,-1.8362
4.3694,-0.3284,0.0135,2.7537,1.9307
-0.713,4.9327,0.2382,-7.4312,1.5474
-1.7199,6.0737,-0.4954,-10.091,2.7928
-2.5174,5.864,1.043,-9.5849,0.1603
0.5307,2.6548,1.8987,-2.6837,-1.3391
2.2118,-1.9892,4.1976,5.5115,-5.508
1.4058,-2.7673,5.6147,6.7517,-8.1932
-5.1858,2.9776,7.9004,-3.3193,-12.7445
-1.5465,-1.7008,7.9432,5.0438,-12.8326
-10.3291,5.8428,9.5148,-9.5339,-16.1527
-22.8195,10.628,11.3676,-24.5104,-20.3046
-38.5098,11.9343,17.3643,-31.3892,-36.4191
-37.9419,11.8452,17.3213,-30.8261,-36.2822
-35.4316,11.0676,17.7632,-26.5527,-37.7098
-50.3881,12.7043,19.9896,-37.3197,-45.7622
-42.505,12.2978,18.1676,-33.9115,-39.0588
-49.5968,13.2414,17.434,-43.6303,-36.6418
-32.3186,11.2152,15.9877,-27.2903,-32.2313
-36.7453,12.4541,14.7837,-35.1327,-28.8503
-26.7518,11.4853,11.7998,-28.7208,-21.316
-14.3707,6.3145,12.1525,-10.683,-22.1546
3.9039,-1.4721,1.7069,4.6698,-1.0006
4.3839,-1.8486,1.3861,5.2841,-0.4377
0.9881,4.039,-0.7042,-5.4908,3.1441
12.7411,-5.375,-9.4714,10.7095,16.878
2.8359,2.8834,-1.6746,-3.1327,4.7598
8.3323,-5.8091,-1.2386,11.3427,4.0374
3.1147,1.2544,0.0734,-0.0417,1.8286
0.2723,0.4108,4.5411,1.4708,-6.1503
-3.8093,2.3996,7.1031,-2.1887,-11.1234
-6.839,5.6943,6.4287,-9.1811,-9.781
-6.1955,5.3158,6.2838,-8.2993,-9.4957
-3.1384,4.0958,4.5571,-5.6108,-6.1804
-3.0607,4.0113,4.5757,-5.4324,-6.2154
-2.4743,5.264,2.0509,-8.1806,-1.6086
7.0606,-1.9884,-2.3829,5.51,5.9218
4.735,0.1388,-1.014,1.9472,3.663
10.369,-10.2312,-1.7544,17.4631,4.8915
12.419,-12.8507,-3.8019,20.863,8.2086
13.8464,-17.9364,-4.2359,27.121,8.8977
17.8858,-33.7223,-8.1524,44.8399,14.9205
16.7079,-27.9389,-6.8207,38.5577,12.9097
11.9788,-18.1931,-1.1574,27.4271,3.9022
14.3535,-22.4126,-3.8145,32.3519,8.2287
11.6132,-17.953,-0.6828,27.1408,3.1082
2.2968,-1.2189,3.5199,4.2522,-4.2564
1.4145,-0.0531,3.611,2.2802,-4.4235
-10.5267,9.1299,3.7103,-18.7608,-4.606
-8.1305,8.3321,2.9361,-16.2049,-3.1939
-5.7594,6.9897,3.0361,-12.4104,-3.3748
-18.8492,11.3562,5.1829,-28.0233,-7.365
-17.2422,11.0787,4.6599,-26.6071,-6.3737
-11.6762,9.998,2.3241,-21.9038,-2.0945
-8.8313,8.963,2.094,-18.2033,-1.685
-4.3844,6.8042,1.6668,-11.9253,-0.9301
3.3523,0.9981,0.0328,0.4236,1.8978
3.5051,2.2556,-1.7924,-1.9121,4.9541
7.4893,-3.8045,-1.443,8.36,4.3767
9.4259,-5.0399,-3.5384,10.2163,7.788
6.0852,-3.3379,0.245,7.6425,1.5357
6.001,-6.701,2.5153,12.6232,-2.4365
3.8359,-3.398,3.2355,7.7354,-3.7371
6.2644,-3.8445,0.3754,8.4211,1.3125
-2.1148,3.6877,3.8872,-4.7573,-4.9324
-5.237,4.797,5.9623,-7.1293,-8.867
-5.7777,6.4148,4.1381,-10.9332,-5.3975
0.9136,-0.0511,4.1993,2.2767,-5.5112
0.2111,2.7411,2.205,-2.8526,-1.8824
-0.1467,4.0635,0.8673,-5.5426,0.4652
5.3152,3.2222,-6.4644,-3.8083,12.3656
9.2776,0.0603,-8.8994,2.0836,16.033
12.4981,-3.0097,-11.6112,7.1319,19.987
12.1256,-2.5769,-11.3271,6.4509,19.5787
19.0466,-18.6012,-14.9326,27.9121,24.6683
19.8141,-20.2238,-16.2103,29.8211,26.4272
19.0914,-21.8069,-13.6797,31.6563,22.9217
20.6455,-21.9207,-17.7793,31.7873,28.5582
21.2067,-28.0132,-17.2149,38.6396,27.7951
19.1395,-24.6119,-12.8467,34.8502,21.7478
17.2053,-24.5736,-8.566,34.8071,15.5378
17.3146,-24.4795,-8.8153,34.701,15.9084
15.826,-22.6622,-6.3693,32.6376,12.2199
14.1482,-23.9261,-3.1238,34.0757,7.1225
9.9858,-10.1231,-1.2243,17.3196,4.0136
6.2002,-2.3845,-0.7034,6.1453,3.1428
7.1648,-2.9429,-1.667,7.0275,4.7473
1.8877,1.2316,1.7727,0,-1.1166
0.694,2.3923,2.0068,-2.1746,-1.5304
-0.689,2.8671,3.1796,-3.1005,-3.6353
-1.5584,3.954,2.8651,-5.312,-3.0656
-1.4397,4.3379,2.1701,-6.1274,-1.8203
2.3024,0.6722,1.8168,1.0078,-1.1944
-1.2366,2.922,3.7742,-3.209,-4.7238
1.667,0.6447,2.658,1.0567,-2.6925
7.3261,-11.186,2.8731,18.7189,-3.0799
9.3424,-17.5883,2.3284,26.7046,-2.1022
5.7903,-9.4449,4.0433,16.4133,-5.2213
5.8931,-12.9918,5.1558,21.0423,-7.3132
6.5748,-11.7637,3.9879,19.4692,-5.1187
7.3183,-8.6272,1.7936,15.3054,-1.1535
7.4233,-10.2372,2.3752,17.471,-2.1857
4.4371,-5,3.5002,10.1571,-4.2203
6.2105,-6.79,2.2967,12.7495,-2.0456
4.5158,-5.4603,3.6657,10.8344,-4.524
-0.8033,2.1919,4.0745,-1.7905,-5.2792
-3.6887,5.5946,3.0338,-8.9465,-3.3706
2.0956,0.3461,2.4062,1.5844,-2.2411
0.9131,1.9204,2.2739,-1.2762,-2.005
0.169,1.35,3.7918,-0.2166,-4.7562
-1.1547,0.1358,6.3158,1.9524,-9.5586
5.6549,-8.2578,3.6992,14.7992,-4.5857
6.36,-8.3122,2.8667,14.8738,-3.0684
8.3677,-12.4165,2.0083,20.309,-1.533
10.6268,-17.344,0.5544,26.4114,1.005
11.92,-19.2267,-0.7856,28.6515,3.2807
9.2394,-16.321,2.1244,25.175,-1.739
7.6885,-8.4942,1.2377,15.1235,-0.1784
6.878,-8.2153,2.1664,14.7407,-1.8138
10.9126,-15.9966,-0.2518,24.7799,2.381
11.0139,-22.2611,1.1872,32.1783,-0.0904
6.0613,-12.8277,4.9197,20.8338,-6.8644
3.4229,-9.3767,6.6024,16.3214,-10.1243
2.7244,-4.7963,5.3499,9.8549,-7.6841
1.0894,-3.912,6.6032,8.524,-10.1257
0.976,-5.5738,7.524,11.0002,-11.9745
3.1353,-6.216,5.6148,11.9301,-8.1936
3.8933,-2.8443,2.7838,6.8728,-2.9189
7.148,-5.8909,0.5289,11.4612,1.0488
6.3777,-5.4784,1.3236,10.861,-0.3284
6.8184,-3.5227,-0.665,7.9278,3.0783
5.1941,-0.1436,-1.3937,2.4364,4.2951
6.4636,-0.4584,-3.0387,2.9754,6.9854
3.8325,1.7152,-1.5578,-0.8918,4.5668
1.2381,5.3071,-3.4732,-8.2794,7.6836
-1.2996,7.9068,-6.1558,-14.9427,11.892
4.2962,5.1898,-8.8662,-8.0112,15.9838
1.3834,5.3185,-3.7408,-8.3056,8.1113
7.1483,-2.4125,-2.118,6.1899,5.4889
5.6889,0.2814,-2.6552,1.6979,6.3648
2.897,3.4477,-2.6624,-4.2648,6.3766
3.0339,4.5701,-4.9902,-6.6304,10.0843
11.0738,-4.5387,-6.922,9.4705,13.064
13.0207,-12.0888,-5.216,19.8885,10.4369
12.2454,-11.9416,-3.9394,19.6989,8.4275
13.3352,-19.9721,-2.7691,29.5269,6.5494
9.2213,-12.3664,0.853,20.2449,0.4899
12.4154,-26.1627,-0.0516,36.5883,2.0414
5.4148,-3.0478,0.9508,7.1914,0.3204
2.0736,0.1003,2.666,2.0141,-2.7068
7.6034,-10.6266,2.3051,17.9856,-2.0607
7.2653,-14.9236,4.154,23.4619,-5.427
5.1693,-13.0621,5.9575,21.1315,-8.8576
9.3202,-14.9953,1.6296,23.5506,-0.8646
9.1458,-14.4214,1.678,22.8389,-0.9497
7.6344,-7.7026,0.9036,14.0312,0.4021
7.9022,-8.9087,1.1528,15.6887,-0.0306
7.2066,-6.6225,0.8875,12.5114,0.4301
12.0308,-15.4629,-2.1122,24.1266,5.4794
14.6257,-20.4199,-4.8164,30.0498,9.8122
11.0103,-8.7877,-3.579,15.5242,7.8529
13.492,-11.5952,-6.3422,19.2511,12.1783
15.055,-11.6331,-9.4319,19.3002,16.8198
10.9614,-4.8956,-6.3767,10.0024,12.2313
12.5983,-6.9084,-7.795,12.9173,14.3845
12.8825,-10.779,-5.6756,18.186,11.151
15.3712,-16.6611,-7.5091,25.5877,13.9537
16.683,-17.8027,-9.7225,26.9613,17.247
16.1154,-21.1436,-7.3603,30.8904,13.7288
15.797,-20.8581,-6.8333,30.5595,12.9289
15.1133,-16.223,-7.189,25.0558,13.4696
12.8177,-12.6423,-4.583,20.5976,9.4454
12.6893,-15.1313,-3.294,23.7184,7.3962
12.615,-19.6077,-1.7326,29.0997,4.8556
10.895,-17.0312,0.0886,26.0349,1.8027
13.1561,-22.4492,-1.8694,32.3939,5.0808
10.9436,-16.8957,-0.0205,25.8714,1.9885
8.2517,-15.407,3.1103,24.0579,-3.5094
5.9837,-9.6321,3.8915,16.6645,-4.9402
4.5149,-10.2227,5.76,17.4517,-8.4742
2.7684,-14.8756,8.7433,23.4025,-14.5018
0.0901,-7.9107,9.2395,14.3201,-15.5588
-4.1021,0.1742,9.1015,1.8854,-15.2632
-6.7546,3.7292,8.6369,-4.8432,-14.2776
-5.6411,1.9955,9.1517,-1.4178,-15.3706
-9.3454,4.303,10.3145,-6.0525,-17.9104
-5.5092,1.9905,9.0397,-1.4082,-15.1311
-3.1777,1.3341,7.4017,-0.1874,-11.7261
-3.487,2.8473,6.3469,-3.0614,-9.6198
-2.3686,2.3539,5.661,-2.1007,-8.2828
-0.5546,3.4903,2.2252,-4.3518,-1.9183
0.6168,2.2023,2.3301,-1.8103,-2.1053
0.2635,1.7413,3.2793,-0.9404,-3.8167
5.1768,-6.1649,3.2519,11.8567,-3.7669
5.7472,-6.0214,2.4649,11.6497,-2.3461
5.3372,-3.1076,1.1017,7.2847,0.0583
8.0002,-4.104,-1.9893,8.8157,5.2778
5.5925,-2.5176,0.2837,6.3569,1.4695
10.4349,-15.1373,0.1522,23.7259,1.6942
12.1932,-20.5207,-0.8618,30.1672,3.4085
11.8896,-23.6395,0.2483,33.7508,1.53
13.2542,-34.6581,-0.1686,45.8408,2.2401
12.9675,-30.4533,-0.2233,41.3113,2.3328
11.8492,-15.3457,-1.8709,23.9825,5.0833
8.4244,-6.666,-0.8179,12.5734,3.3349
3.1384,-1.8709,3.0018,5.3202,-3.3127
-0.4603,-1.1604,6.5344,4.1552,-9.9896
-1.3905,1.2538,5.6417,-0.0406,-8.2454
-12.8301,9.2233,6.0358,-19.079,-9.0103
-23.2959,12.0185,6.4513,-31.9403,-9.8255
-23.5843,12.2687,5.1566,-33.6948,-7.3148
-18.0047,11.4741,3.6193,-28.6592,-4.4388
-15.4216,10.7728,3.875,-25.1596,-4.9098
-11.6313,9.4452,4.097,-19.8524,-5.3211
-12.0027,9.5809,4.1215,-20.3385,-5.3665
-6.3868,7.172,3.4319,-12.8954,-4.0953
-20.4002,11.8583,4.2442,-30.9078,-5.5949
-14.9709,10.891,2.8094,-25.7063,-2.965
-7.0366,8.532,0.977,-16.8206,0.275
-12.223,10.4249,1.3363,-23.6336,-0.3507
-5.4137,7.9868,0.2534,-15.1752,1.5213
-19.9049,11.9929,2.7739,-31.7707,-2.901
-12.4378,10.5338,1.146,-24.0988,-0.0188
-9.8223,9.2132,2.6036,-19.0443,-2.5948
-0.1607,3.7618,1.3328,-4.9108,-0.3445
1.0974,3.8216,-0.515,-5.035,2.8258
6.3687,-2.3617,-0.9729,6.109,3.5943
9.1839,-6.7877,-1.891,12.7463,5.1163
5.4368,-4.8181,2.1473,9.8873,-1.7797
9.2437,-14.7279,1.6466,23.2196,-0.8946
6.1809,-6.7376,2.3065,12.6751,-2.0631
7.0666,-7.3434,1.4768,13.5297,-0.5965
2.9077,-1.6494,3.1149,4.96,-3.5177
1.7772,0.499,2.661,1.315,-2.6979
-3.6709,5.7638,2.7262,-9.3458,-2.8151
-7.4101,8.2136,2.3323,-15.8468,-2.1093
-2.6758,5.7359,1.4932,-9.2797,-0.6253
-8.4902,9.0152,1.4895,-18.3762,-0.6187
-12.2947,10.7912,-0.2928,-25.2436,2.4506
-12.7422,11.1184,-1.4566,-26.8033,4.3993
-5.9068,8.6939,-1.1351,-17.3307,3.8651
3.6221,3.2997,-3.6006,-3.9644,7.8874
1.4795,5.8798,-5.2184,-9.6226,10.4407
-4.2224,8.7874,-4.1654,-17.6305,8.7861
0.8283,6.2275,-4.9449,-10.4678,10.0135
3.9911,3.932,-5.4027,-5.2658,10.7276
-2.2993,8.17,-5.2626,-15.7162,10.5095
-1.4885,7.602,-4.7953,-14.0742,9.7791
-2.4563,7.4484,-2.708,-13.6471,6.4505
-1.7878,6.7718,-1.9788,-11.8414,5.2605
-9.2633,9.9586,-0.8356,-21.7508,3.3645
-17.4001,11.6444,1.8774,-29.6205,-1.3014
-5.3656,7.4453,1.5465,-13.6387,-0.7188
0.0219,4.097,0.5836,-5.6134,0.9548
-2.1367,4.7181,2.4884,-6.955,-2.3882
-0.6283,3.7363,1.9848,-4.8579,-1.4915
0.8046,2.507,1.7232,-2.3961,-1.0294
8.7968,-12.8119,1.5899,20.8137,-0.7949
12.8345,-31.6838,0.1153,42.6458,1.7572
10.6014,-27.4146,2.5677,37.9787,-2.5303
10.2316,-25.3192,2.7332,35.6452,-2.8276
9.9456,-26.1782,3.2115,36.6056,-3.6934
4.9884,-9.3417,4.9191,16.2743,-6.8634
5.8385,-7.4782,3.1134,13.7184,-3.515
4.4183,-3.3825,2.5021,7.7115,-2.4128
7.5315,-7.1082,0.7189,13.1992,0.7215
6.229,-9.8538,3.6894,16.961,-4.5676
0.2741,0.4248,4.5268,1.4461,-6.1236
-7.812,7.4509,4.5406,-13.6542,-6.1493
-5.3723,7.361,1.7495,-13.4071,-1.0756
-1.2268,5.3751,0.1696,-8.436,1.6645
5.2249,0.931,-2.719,0.5446,6.4683
9.6456,-4.3538,-4.4857,9.1928,9.2922
7.8025,-7.4358,0.5269,13.6591,1.0524
9.0112,-9.979,0.1297,17.1279,1.7326
7.5977,-11.3206,2.5846,18.8944,-2.5607
9.8432,-11.6822,-0.2984,19.3638,2.4601
7.3718,-6.2558,0.4417,11.9872,1.1987
10.1384,-9.6984,-1.6719,16.7534,4.7553
10.6152,-13.4501,-0.7089,21.6221,3.1521
9.2955,-9.8893,-0.3198,17.0084,2.4962
5.4962,-3.7854,1.383,8.3309,-0.4323
-0.9647,3.3357,2.9429,-4.0372,-3.206
-1.7302,5.5507,0.5497,-8.8437,1.013
0.5681,4.2869,-0.4981,-6.0181,2.7974
-10.4078,9.8869,1.0735,-21.4756,0.1075
-10.2,9.2406,2.9913,-19.1383,-3.2936
-15.7209,10.9313,3.5434,-25.8961,-4.2995
-15.7089,10.459,5.4103,-23.7781,-7.8
-18.7975,11.2377,5.6701,-27.4049,-8.3004
-18.1556,10.8862,6.4346,-25.684,-9.7925
-16.3305,10.4686,6.0418,-23.8189,-9.0219
-7.6596,7.2005,4.8565,-12.9718,-6.7448
-7.5301,7.6496,3.8004,-14.208,-4.7721
-14.7487,10.1367,5.4597,-22.4501,-7.895
-11.3196,9.0756,4.7766,-18.578,-6.5938
-4.1352,6.4244,2.1086,-10.9572,-1.711
-1.8369,4.0753,3.0434,-5.5675,-3.3881
-8.3146,8.3237,3.1838,-16.1791,-3.6429
-5.2238,7.3493,1.5805,-13.3752,-0.7784
-8.0269,8.5278,2.2946,-16.8074,-2.0419
-6.241,5.7976,5.6509,-9.4263,-8.2632
-11.5816,9.0025,5.2578,-18.3339,-7.508
-17.38,10.4792,7.078,-23.8642,-11.073
-7.813,6.4163,6.3671,-10.9369,-9.6594
-4.8261,5.3436,4.7645,-8.3633,-6.5708
-5.8979,6.2038,4.6354,-10.4095,-6.3276
-8.2904,8.0634,3.7791,-15.4001,-4.7327
-5.1631,6.3663,3.4969,-10.812,-4.2143
-4.4525,5.5026,4.0965,-8.7314,-5.3202
-0.0705,2.717,2.5924,-2.8053,-2.5746
0.4121,3.5599,0.8481,-4.4942,0.4983
0.9272,2.0858,2.0668,-1.5886,-1.6367
5.7696,-3.63,0.9022,8.0927,0.4047
0.2677,3.1038,1.6697,-3.5707,-0.9352
-2.345,4.4581,3.1313,-6.3869,-3.5475
0.3454,2.0838,2.8068,-1.5849,-2.9602
0.3121,1.8618,3.0915,-1.1659,-3.4752
4.1321,-0.493,0.5107,3.0343,1.0801
1.1989,2.2453,1.5222,-1.8926,-0.6761
-2.157,5.3418,1.5033,-8.3592,-0.6429
-7.8031,8.3463,2.4903,-16.2481,-2.3916
-6.5641,7.9536,1.8974,-15.0783,-1.3367
-5.6401,7.2537,2.3343,-13.1153,-2.1128
-9.5551,8.9089,3.1588,-18.0254,-3.5975
-9.5946,8.1266,5.13,-15.5871,-7.264
-25.17,12.1172,7.7422,-32.6097,-12.4197
-13.7091,9.4342,6.4059,-19.8132,-9.7359
-14.8797,9.5369,7.3162,-20.1799,-11.5529
-6.2231,6.7508,4.0533,-11.7872,-5.24
5.2526,-11.8962,5.5208,19.6403,-8.0123
7.2702,-13.9384,3.8662,22.2359,-4.8934
9.3848,-17.8565,2.3417,27.0256,-2.1261
9.3702,-17.1085,2.1691,26.128,-1.8184
12.8992,-36.421,0.4925,47.7163,1.1115
15.0218,-38.0389,-2.5336,49.4271,6.1672
17.4122,-56.2302,-5.6076,68.2043,11.0458
17.7833,-56.9476,-6.2698,68.9335,12.0673
15.4566,-50.6518,-2.4732,62.5127,6.0689
13.2703,-48.3983,0.6804,60.2003,0.788
12.4916,-24.5625,-0.4403,34.7946,2.6998
11.9925,-19.4495,-0.8344,28.9138,3.3626
8.7142,-13.6233,1.9799,21.8403,-1.4827
6.1038,-5.3427,1.6039,10.6621,-0.8196
1.7139,1.7809,1.3875,-1.0145,-0.4401
3.2818,-0.1418,1.3302,2.4333,-0.3399
-2.6554,4.6733,3.1999,-6.8564,-3.6723
-5.6548,7.4636,1.8843,-13.689,-1.3136
2.8082,2.568,-1.1725,-2.5147,3.9273
5.9049,1.5642,-4.7394,-0.6111,9.6913
3.1811,4.5845,-5.2831,-6.6618,10.5416
6.95,1.9444,-7.2791,-1.3214,13.606
6.2806,2.4311,-6.8395,-2.2494,12.9385
10.759,-4.9919,-5.9141,10.1452,11.5198
11.4068,-7.3488,-5.2113,13.5373,10.4296
11.7933,-7.3457,-5.9149,13.533,11.5209
13.9488,-11.0697,-7.5227,18.567,13.9743
10.9832,-5.5751,-5.823,11.0022,11.3791
7.5475,1.1742,-7.1664,0.1045,13.4353
3.321,3.0601,-2.7111,-3.4835,6.4555
4.7422,0.7382,-1.7186,0.8902,4.8325
4.9277,0.3428,-1.5358,1.5902,4.5305
10.2295,-9.9798,-1.667,17.1291,4.7473
7.3197,-3.7386,-1.239,8.2593,4.0381
9.6396,-11.3235,-0.1594,18.8981,2.2244
9.6138,-9.2011,-1.1355,16.0847,3.8657
8.3679,-6.7084,-0.7082,12.6336,3.1508
11.2309,-11.8126,-2.3388,19.5324,5.8498
11.279,-17.7485,-0.2544,26.8964,2.3855
11.472,-16.1289,-1.0299,24.9412,3.6896
11.6175,-13.2267,-2.328,21.3399,5.8323
9.6767,-11.1487,-0.2891,18.6702,2.4443
6.6109,-3.1834,-0.6331,7.4028,3.0247
12.0273,-10.1035,-4.5391,17.2935,9.3763
7.489,-2.2188,-2.8447,5.8806,6.6719
3.7248,0.3822,0.1873,1.521,1.6343
7.6806,-5.1537,-0.7192,10.3842,3.1693
8.2392,-9.0564,0.7655,15.889,0.6411
5.0214,-2.8569,1.3361,6.8925,-0.3503
5.2658,-4.1407,1.9304,8.8713,-1.3952
4.6533,-4.2289,2.7681,9.0046,-2.8905
3.2154,-0.4951,1.751,3.0379,-1.0784
2.5289,0.6862,1.5041,0.983,-0.6443
2.1384,1.0283,1.661,0.369,-0.9199
4.2047,0.9235,-1.125,0.558,3.8482
6.3361,-0.9939,-2.2453,3.8781,5.6972
3.1123,3.0341,-2.3369,-3.4316,5.8467
-1.6197,6.5763,-1.766,-11.3405,4.9105
-0.1275,5.8833,-2.5123,-9.6311,6.1326
2.9649,3.9334,-3.6229,-5.2686,7.9231
4.1438,4.2327,-6.299,-5.902,12.1121
8.4895,0.2919,-7.6536,1.6796,14.1715
8.5043,0.869,-8.5813,0.656,15.5606
8.1998,2.6168,-11.1931,-2.6095,19.3856
14.3954,-6.8788,-11.6643,12.8753,20.0633
16.0637,-10.5515,-12.4348,17.8866,21.1634
16.934,-13.1156,-12.7249,21.1993,21.5752
17.0082,-14.3176,-12.1696,22.7096,20.7858
18.0205,-17.5953,-12.851,26.713,21.7538
16.2954,-13.2184,-11.1746,21.3294,19.3589
13.1567,-9.6115,-6.9014,16.6369,13.0327
12.9084,-8.7014,-7.0395,15.4066,13.2427
14.8145,-13.0856,-8.0934,21.1612,14.8322
9.7188,-7.9586,-1.9931,14.3864,5.2841
4.3412,1.2476,-1.7325,-0.0293,4.8553
1.0643,3.7153,-0.301,-4.8143,2.4644
1.0836,3.7955,-0.4539,-4.9808,2.7229
3.0273,2.0561,-0.7979,-1.5323,3.3015
4.473,0.0038,-0.4811,2.1816,2.7687
5.043,-0.613,-0.672,3.2379,3.0901
6.9178,-3.4456,-0.8734,7.8089,3.4279
7.6122,-5.7926,-0.1897,11.3186,2.2758
7.9827,-5.7095,-0.7842,11.198,3.2784
9.2727,-7.8999,-1.3425,14.3051,4.2101
11.0629,-11.7379,-2.1087,19.4359,5.4736
12.3107,-14.0423,-3.105,22.3658,7.0921
9.9092,-11.8999,-0.3018,19.6451,2.4658
10.3212,-14.7625,0.1877,23.2625,1.6335
10.4081,-13.8217,-0.2676,22.0896,2.4078
10.5985,-14.5813,-0.2702,23.0377,2.4123
8.1251,-10.5559,1.5983,17.8924,-0.8097
8.2569,-12.5541,2.2007,20.485,-1.8747
6.6196,-11.0426,3.6788,18.5316,-4.5482
7.8357,-12.9357,2.8642,20.971,-3.064
5.3211,-8.7356,4.2971,15.4531,-5.6937
7.1871,-7.8345,1.5739,14.2144,-0.7667
8.4351,-6.8579,-0.7149,12.8458,3.1621
4.8654,-0.5981,-0.4277,3.2127,2.6786
-1.1351,5.3541,0.0786,-8.3876,1.8198
-1.4217,5.4112,0.3772,-8.5194,1.3093
3.7461,2.3277,-2.2719,-2.0503,5.7406
-2.569,7.6852,-3.215,-14.3084,7.2691
2.2952,4.7078,-3.9931,-6.9323,8.5128
1.9519,5.1233,-4.2824,-7.8602,8.9713
1.8355,5.6731,-5.3461,-9.1312,10.6396
-3.5012,7.7055,-1.7887,-14.3659,4.9479
-2.7973,7.0525,-1.13,-12.5764,3.8566
-2.7365,7.2368,-1.6919,-13.0698,4.7883
-1.6753,6.4477,-1.3808,-11.0159,4.2737
-5.0634,8.2306,-0.9467,-15.8979,3.5505
-6.4731,9.1671,-1.9243,-18.887,5.1711
-1.1564,6.9937,-3.5738,-12.4208,7.8446
-8.0462,9.8361,-2.1645,-21.2828,5.565
-0.8078,5.9139,-1.5175,-9.7044,4.5002
-1.0082,6.1797,-1.7933,-10.3501,4.9556
5.4975,0.9427,-3.1774,0.5235,7.2087
2.2266,3.0118,-0.944,-3.3872,3.546
6.1261,0.1437,-3.1979,1.9385,7.2417
14.3738,-17.8453,-5.1908,27.0122,10.3977
15.6469,-30.805,-4.4023,41.6935,9.1607
14.9379,-29.7989,-3.3541,40.5983,7.4927
13.7789,-26.7359,-1.9894,37.2262,5.278
16.1113,-35.2595,-4.629,46.4821,9.5178
13.2455,-18.3419,-3.0986,27.6042,7.0818
9.8045,-8.0927,-2.0471,14.5716,5.3727
3.1384,-3.3571,4.0417,7.6722,-5.2184
4.0316,-1.5115,1.5718,4.7345,-0.7631
0.7032,0.8875,3.6045,0.6227,-4.4115
-8.5957,7.8195,4.6717,-14.691,-6.3958
-15.1063,10.8816,3.0199,-25.6624,-3.3454
-14.5416,10.7787,2.7822,-25.1865,-2.9159
-11.1172,9.826,2.232,-21.2448,-1.9305
-16.6497,11.2644,3.0765,-27.5426,-3.448
-12.1076,10.1459,2.3189,-22.4871,-2.0852
-4.0498,6.5472,1.7547,-11.2669,-1.0849
0.2782,5.9596,-3.345,-9.8145,7.4781
1.7642,5.0077,-3.7163,-7.5994,8.0721
3.1191,3.4043,-2.9487,-4.1765,6.8401
4.1294,2.0174,-2.434,-1.4592,6.0051
4.6868,1.3343,-2.3851,-0.1878,5.9253
0.9811,4.1509,-0.8786,-5.7279,3.4366
1.365,2.7466,0.662,-2.8632,0.8198
0.4722,2.4615,2.2098,-2.3082,-1.8908
2.1859,1.8638,0.6481,-1.1697,0.8437
3.1592,0.5168,0.831,1.2835,0.5278
2.5865,1.1115,0.9708,0.2184,0.2858
3.8676,-1.9281,2.1275,5.4127,-1.7445
6.9479,-7.5991,1.7678,13.8872,-1.1079
4.8315,-4.2427,2.5533,9.0254,-2.5045
3.4802,-3.4199,3.6786,7.7692,-4.5478
5.9589,-8.3754,3.3872,14.9607,-4.0136
-4.0594,2.6068,7.1584,-2.5901,-11.2345
-3.8804,1.366,8.0476,-0.2459,-13.0481
-3.717,-1.5417,9.7876,4.7839,-16.7469
-6.9662,0.9267,10.9899,0.5522,-19.435
-4.346,-1.1114,10.0789,4.0738,-17.3873
-1.4086,-2.3995,8.2133,6.1691,-13.3916
-5.2994,3.2378,7.7612,-3.8397,-12.4587
-5.8094,3.2697,8.2105,-3.9039,-13.3856
-4.0343,2.7482,6.9995,-2.8665,-10.9155
0.6405,-0.5816,4.9396,3.1847,-6.9022
5.5803,-6.4981,2.9336,12.3341,-3.1893
8.5508,-8.2297,-0.0949,14.7604,2.115
6.3634,-2.7166,-0.6576,6.6718,3.0658
9.1732,-5.7972,-2.5519,11.3253,6.197
9.4521,-6.8926,-2.2421,12.8949,5.692
6.535,-3.9837,0.0966,8.6331,1.789
9.5552,-9.3111,-0.9903,16.2331,3.6235
10.2098,-8.9037,-2.2134,15.6819,5.6451
9.4707,-8.1195,-1.5158,14.6086,4.4974
8.7902,-8.7082,-0.1845,15.4159,2.2671
10.7486,-11.0179,-1.9562,18.4993,5.2235
6.2192,-3.7853,0.395,8.3308,1.2787
7.696,-5.4424,-0.5431,10.8083,2.8732
